orderId;valueWithoutTaxes;countryCode;state;totalAmount
78582;423.8;PR;;
47376;387.42;PR;;
30885;37.66;US;NY;
99681;417.93;CA;;
44470;ZduiM;CA;;
24003;169.58;US;CA;
73458;168.87;PR;;
51688;417.93;CA;;
57606;439.51;CA;;
74560;417.93;CA;;
83531;128.4;PR;;
16538;50.06;CA;;
18202;169.58;US;CA;
80834;66.48;US;TX;
22656;wCfTN;PR;;
32423;210.7;CA;;
30725;423.8;PR;;
58822;122.34;US;FL;
64217;384.74;CA;;
12613;384.74;CA;;
68328;375.3;PR;;
29646;122.34;US;FL;
63582;415.43;PR;;
39767;89.19;US;;
98789;RWCqm;CA;;
66833;384.74;CA;;
73818;317.03;CA;;
98550;169.58;US;CA;
14195;415.43;PR;;
79923;317.03;CA;;
48435;169.58;US;CA;
86364;317.03;CA;;
96055;37.66;US;NY;
25242;168.87;PR;;
19731;169.58;US;CA;
39285;HaCgb;CA;;
52743;417.93;CA;;
64345;122.34;US;FL;
36342;168.87;PR;;
90663;375.3;PR;;
79697;122.34;US;FL;
29290;384.74;CA;;
42820;128.4;PR;;
52703;122.34;US;FL;
11805;89.19;US;;
70993;89.19;US;;
10262;439.51;CA;;
64568;122.34;US;FL;
31108;89.19;US;;
56556;387.42;PR;;
12247;169.58;US;CA;
48625;50.06;CA;;
66563;169.58;US;CA;
85920;387.42;PR;;
71410;AyIJh;US;CA;
72858;169.58;US;CA;
99347;50.06;CA;;
88650;102.35;PR;;
19904;102.35;PR;;
63658;122.34;US;FL;
66419;89.19;US;;
34286;417.93;CA;;
17391;66.48;US;TX;
89345;128.4;PR;;
19922;417.93;CA;;
59515;387.42;PR;;
56490;439.51;CA;;
18130;phdAS;PR;;
13417;102.35;PR;;
16611;66.48;US;TX;
20109;89.19;US;;
49630;415.43;PR;;
88885;210.7;CA;;
97807;317.03;CA;;
72827;HeYYR;US;CA;
36517;317.03;CA;;
57463;387.42;PR;;
96912;128.4;PR;;
32864;ymvNn;PR;;
20986;66.48;US;TX;
42298;169.58;US;CA;
91982;66.48;US;TX;
24900;210.7;CA;;
31588;387.42;PR;;
99494;128.4;PR;;
75688;387.42;PR;;
78941;102.35;PR;;
44023;168.87;PR;;
18345;122.34;US;FL;
82663;169.58;US;CA;
16278;317.03;CA;;
71971;317.03;CA;;
40138;210.7;CA;;
83246;lxMhC;US;NY;
85986;439.51;CA;;
79470;317.03;CA;;
72082;210.7;CA;;
69512;423.8;PR;;
77452;439.51;CA;;
81076;102.35;PR;;
80009;50.06;CA;;
98018;YKPbH;CA;;
54141;387.42;PR;;
43822;zfwwL;US;;
23382;50.06;CA;;
52949;317.03;CA;;
55663;439.51;CA;;
35171;37.66;US;NY;
91837;50.06;CA;;
41921;384.74;CA;;
15985;128.4;PR;;
27053;122.34;US;FL;
89884;jScZr;CA;;
49611;102.35;PR;;
71668;317.03;CA;;
13956;375.3;PR;;
86358;168.87;PR;;
42643;439.51;CA;;
26695;439.51;CA;;
44892;102.35;PR;;
51722;384.74;CA;;
82769;102.35;PR;;
11997;89.19;US;;
82426;317.03;CA;;
65357;387.42;PR;;
31470;122.34;US;FL;
20412;317.03;CA;;
84802;210.7;CA;;
62440;89.19;US;;
64944;37.66;US;NY;
48317;439.51;CA;;
46075;168.87;PR;;
50413;37.66;US;NY;
59876;387.42;PR;;
34116;66.48;US;TX;
74161;128.4;PR;;
36954;387.42;PR;;
38808;169.58;US;CA;
15569;50.06;CA;;
60642;317.03;CA;;
71396;128.4;PR;;
91169;89.19;US;;
60258;439.51;CA;;
83066;128.4;PR;;
41577;37.66;US;NY;
37551;417.93;CA;;
26827;439.51;CA;;
60250;122.34;US;FL;
36279;102.35;PR;;
86777;169.58;US;CA;
65061;89.19;US;;
27166;168.87;PR;;
54881;TXaoz;PR;;
41963;89.19;US;;
58434;423.8;PR;;
31490;415.43;PR;;
61982;415.43;PR;;
50605;439.51;CA;;
13972;jbJpi;US;CA;
39612;122.34;US;FL;
78017;387.42;PR;;
79234;168.87;PR;;
99668;89.19;US;;
78564;417.93;CA;;
12940;89.19;US;;
68551;169.58;US;CA;
33708;210.7;CA;;
30398;37.66;US;NY;
29980;415.43;PR;;
50570;417.93;CA;;
11493;MDAMi;US;NY;
61402;102.35;PR;;
39153;168.87;PR;;
23213;317.03;CA;;
34416;66.48;US;TX;
52081;168.87;PR;;
62263;37.66;US;NY;
86556;384.74;CA;;
23422;102.35;PR;;
34510;122.34;US;FL;
31062;122.34;US;FL;
40968;66.48;US;TX;
84878;122.34;US;FL;
12410;423.8;PR;;
12289;37.66;US;NY;
65669;210.7;CA;;
53302;168.87;PR;;
33302;417.93;CA;;
40647;384.74;CA;;
66335;pRWXb;CA;;
69389;89.19;US;;
19611;50.06;CA;;
44461;423.8;PR;;
91859;102.35;PR;;
29408;122.34;US;FL;
12336;417.93;CA;;
71701;384.74;CA;;
80924;423.8;PR;;
24151;128.4;PR;;
38943;384.74;CA;;
98220;417.93;CA;;
92361;387.42;PR;;
41189;415.43;PR;;
12260;210.7;CA;;
24387;zzoem;CA;;
24051;128.4;PR;;
50970;37.66;US;NY;
40861;122.34;US;FL;
72900;384.74;CA;;
73119;317.03;CA;;
13543;417.93;CA;;
60083;89.19;US;;
76764;66.48;US;TX;
48443;317.03;CA;;
16844;128.4;PR;;
18046;89.19;US;;
40820;66.48;US;TX;
70540;37.66;US;NY;
61025;89.19;US;;
13936;uccCB;CA;;
18240;128.4;PR;;
15810;102.35;PR;;
34723;317.03;CA;;
92495;128.4;PR;;
42729;169.58;US;CA;
98858;210.7;CA;;
18548;210.7;CA;;
20920;122.34;US;FL;
56958;128.4;PR;;
74240;317.03;CA;;
78794;KqhbC;US;TX;
18662;37.66;US;NY;
99529;169.58;US;CA;
88697;415.43;PR;;
48509;66.48;US;TX;
67812;387.42;PR;;
55435;128.4;PR;;
98882;417.93;CA;;
64578;89.19;US;;
44329;66.48;US;TX;
91528;89.19;US;;
84220;384.74;CA;;
92652;375.3;PR;;
11979;168.87;PR;;
94922;89.19;US;;
37923;89.19;US;;
94457;168.87;PR;;
82977;102.35;PR;;
40223;66.48;US;TX;
33978;50.06;CA;;
52226;50.06;CA;;
61896;210.7;CA;;
61068;168.87;PR;;
59027;387.42;PR;;
83976;50.06;CA;;
44251;384.74;CA;;
57600;423.8;PR;;
80239;89.19;US;;
54008;89.19;US;;
70185;210.7;CA;;
71484;415.43;PR;;
26200;BhmHd;US;;
13962;cRUVU;US;NY;
23811;169.58;US;CA;
86736;102.35;PR;;
47839;102.35;PR;;
27125;37.66;US;NY;
20763;384.74;CA;;
30506;415.43;PR;;
75008;memaW;CA;;
18695;439.51;CA;;
36457;387.42;PR;;
54589;415.43;PR;;
12621;375.3;PR;;
28913;210.7;CA;;
83298;37.66;US;NY;
89616;317.03;CA;;
73173;128.4;PR;;
91985;317.03;CA;;
25308;89.19;US;;
63648;37.66;US;NY;
45267;KgwYZ;CA;;
12846;415.43;PR;;
18893;169.58;US;CA;
11507;423.8;PR;;
55627;169.58;US;CA;
96113;122.34;US;FL;
41463;169.58;US;CA;
39985;168.87;PR;;
33591;168.87;PR;;
89839;384.74;CA;;
26418;317.03;CA;;
16097;122.34;US;FL;
50209;50.06;CA;;
66736;MpiRf;CA;;
70729;317.03;CA;;
53464;128.4;PR;;
35712;417.93;CA;;
70378;102.35;PR;;
33564;hkKaR;US;CA;
85270;37.66;US;NY;
38638;37.66;US;NY;
59094;37.66;US;NY;
50953;66.48;US;TX;
84421;66.48;US;TX;
87874;122.34;US;FL;
34350;37.66;US;NY;
87077;169.58;US;CA;
31534;50.06;CA;;
36020;439.51;CA;;
92632;317.03;CA;;
98123;210.7;CA;;
68328;415.43;PR;;
21089;375.3;PR;;
36612;LCSHO;PR;;
77096;375.3;PR;;
65518;122.34;US;FL;
40429;66.48;US;TX;
62934;415.43;PR;;
19953;169.58;US;CA;
82514;89.19;US;;
28978;423.8;PR;;
73072;37.66;US;NY;
26408;UpuCc;US;;
94998;122.34;US;FL;
54629;AzANk;US;;
84535;dWRkO;US;FL;
69561;387.42;PR;;
14792;osAOB;PR;;
45983;210.7;CA;;
13864;317.03;CA;;
97467;439.51;CA;;
70725;210.7;CA;;
96621;439.51;CA;;
82582;37.66;US;NY;
65058;415.43;PR;;
61532;cSEbc;CA;;
93766;168.87;PR;;
58467;384.74;CA;;
53196;50.06;CA;;
69162;375.3;PR;;
45858;66.48;US;TX;
43859;417.93;CA;;
11998;439.51;CA;;
84480;417.93;CA;;
84133;423.8;PR;;
45971;384.74;CA;;
79386;387.42;PR;;
97517;375.3;PR;;
19691;375.3;PR;;
64462;387.42;PR;;
53188;tDrUj;CA;;
36057;50.06;CA;;
42299;317.03;CA;;
54452;128.4;PR;;
94075;122.34;US;FL;
22183;384.74;CA;;
67473;QWDof;PR;;
71060;102.35;PR;;
20351;415.43;PR;;
85730;168.87;PR;;
82416;tdapF;PR;;
77456;169.58;US;CA;
16094;417.93;CA;;
96821;50.06;CA;;
90531;415.43;PR;;
66646;387.42;PR;;
43775;423.8;PR;;
20353;417.93;CA;;
52621;210.7;CA;;
33061;387.42;PR;;
64882;387.42;PR;;
72127;102.35;PR;;
79883;439.51;CA;;
76715;122.34;US;FL;
97146;89.19;US;;
65545;128.4;PR;;
40886;50.06;CA;;
68849;317.03;CA;;
35039;122.34;US;FL;
99287;122.34;US;FL;
51039;66.48;US;TX;
26806;439.51;CA;;
66505;50.06;CA;;
61005;BFytf;CA;;
52833;415.43;PR;;
40785;384.74;CA;;
38111;128.4;PR;;
12625;122.34;US;FL;
13488;417.93;CA;;
85950;384.74;CA;;
69125;169.58;US;CA;
82332;66.48;US;TX;
27374;168.87;PR;;
29562;122.34;US;FL;
86327;66.48;US;TX;
94205;439.51;CA;;
18709;50.06;CA;;
27525;384.74;CA;;
67550;50.06;CA;;
33318;tblCK;US;TX;
38595;210.7;CA;;
41063;122.34;US;FL;
27592;ZfrJR;US;;
53868;415.43;PR;;
96860;317.03;CA;;
28638;210.7;CA;;
80712;439.51;CA;;
83255;89.19;US;;
11630;102.35;PR;;
21179;210.7;CA;;
95918;417.93;CA;;
29685;423.8;PR;;
65238;169.58;US;CA;
16954;102.35;PR;;
71464;IjfaW;CA;;
38502;66.48;US;TX;
53404;317.03;CA;;
42355;128.4;PR;;
54579;423.8;PR;;
95997;168.87;PR;;
54650;50.06;CA;;
87306;423.8;PR;;
21257;439.51;CA;;
43253;168.87;PR;;
17946;317.03;CA;;
39608;375.3;PR;;
69169;439.51;CA;;
76604;uTyac;CA;;
53807;66.48;US;TX;
50443;417.93;CA;;
40839;415.43;PR;;
74970;mTvYa;US;FL;
26682;168.87;PR;;
98575;beMCT;PR;;
13637;89.19;US;;
57036;128.4;PR;;
42674;384.74;CA;;
11864;415.43;PR;;
65327;169.58;US;CA;
46587;210.7;CA;;
62840;89.19;US;;
72476;122.34;US;FL;
34420;102.35;PR;;
13864;417.93;CA;;
36282;50.06;CA;;
17047;384.74;CA;;
16735;384.74;CA;;
72385;169.58;US;CA;
50575;102.35;PR;;
54204;EvCsE;CA;;
17246;417.93;CA;;
41504;417.93;CA;;
91938;89.19;US;;
20447;37.66;US;NY;
11406;89.19;US;;
41149;168.87;PR;;
46801;387.42;PR;;
18607;37.66;US;NY;
76685;102.35;PR;;
80180;384.74;CA;;
52335;66.48;US;TX;
58875;eTSzQ;US;FL;
39778;210.7;CA;;
88720;89.19;US;;
16834;317.03;CA;;
36707;375.3;PR;;
59113;169.58;US;CA;
11300;384.74;CA;;
71531;317.03;CA;;
22850;210.7;CA;;
19069;168.87;PR;;
56490;50.06;CA;;
13607;210.7;CA;;
26710;37.66;US;NY;
76158;fjbuo;PR;;
74517;384.74;CA;;
80804;387.42;PR;;
40090;VpuPP;PR;;
60728;50.06;CA;;
10101;50.06;CA;;
51072;50.06;CA;;
53652;375.3;PR;;
21130;387.42;PR;;
58785;210.7;CA;;
42388;102.35;PR;;
88592;169.58;US;CA;
57627;50.06;CA;;
98263;169.58;US;CA;
59634;210.7;CA;;
95955;423.8;PR;;
11369;417.93;CA;;
92286;66.48;US;TX;
33202;hkMmT;US;CA;
79628;384.74;CA;;
13764;AVNfF;CA;;
62409;169.58;US;CA;
52869;417.93;CA;;
62384;ksTmS;CA;;
68215;384.74;CA;;
47760;89.19;US;;
20817;102.35;PR;;
94253;417.93;CA;;
61162;169.58;US;CA;
76775;417.93;CA;;
47324;66.48;US;TX;
46541;168.87;PR;;
95780;210.7;CA;;
44818;375.3;PR;;
74797;37.66;US;NY;
48255;439.51;CA;;
43014;375.3;PR;;
36076;122.34;US;FL;
49802;37.66;US;NY;
79223;89.19;US;;
84418;122.34;US;FL;
63374;417.93;CA;;
38644;102.35;PR;;
75505;37.66;US;NY;
33218;387.42;PR;;
52126;415.43;PR;;
29479;387.42;PR;;
25484;317.03;CA;;
31537;210.7;CA;;
37525;37.66;US;NY;
17467;375.3;PR;;
33839;423.8;PR;;
93352;210.7;CA;;
98325;HQsuZ;CA;;
15745;415.43;PR;;
79686;168.87;PR;;
77128;387.42;PR;;
57956;66.48;US;TX;
83151;QxWSf;CA;;
93533;317.03;CA;;
89494;423.8;PR;;
25442;66.48;US;TX;
55738;415.43;PR;;
49661;415.43;PR;;
96988;102.35;PR;;
32084;50.06;CA;;
90397;zTGlN;CA;;
56199;210.7;CA;;
57842;375.3;PR;;
60593;415.43;PR;;
45023;417.93;CA;;
92963;FeYzL;PR;;
54249;210.7;CA;;
30801;384.74;CA;;
48897;102.35;PR;;
78798;128.4;PR;;
96849;128.4;PR;;
48618;439.51;CA;;
35518;423.8;PR;;
64779;oIPeW;PR;;
88269;415.43;PR;;
87067;210.7;CA;;
97919;210.7;CA;;
21506;384.74;CA;;
16526;168.87;PR;;
90601;384.74;CA;;
11783;387.42;PR;;
74379;387.42;PR;;
69876;439.51;CA;;
55041;89.19;US;;
94032;kcEPd;CA;;
64055;375.3;PR;;
64724;317.03;CA;;
36045;89.19;US;;
27455;QgAxU;US;NY;
94116;89.19;US;;
78261;zbazC;CA;;
96992;375.3;PR;;
81133;66.48;US;TX;
11092;122.34;US;FL;
81790;423.8;PR;;
96285;423.8;PR;;
10810;102.35;PR;;
86314;ICkUf;CA;;
36940;415.43;PR;;
66385;384.74;CA;;
34183;384.74;CA;;
74944;317.03;CA;;
38259;102.35;PR;;
45347;210.7;CA;;
80863;89.19;US;;
45220;210.7;CA;;
54677;169.58;US;CA;
50880;102.35;PR;;
88210;102.35;PR;;
83853;439.51;CA;;
46794;317.03;CA;;
98269;375.3;PR;;
59831;WchBR;CA;;
96837;387.42;PR;;
77220;89.19;US;;
90130;102.35;PR;;
83441;387.42;PR;;
11514;102.35;PR;;
72454;122.34;US;FL;
88936;168.87;PR;;
67694;417.93;CA;;
25560;168.87;PR;;
30963;122.34;US;FL;
81395;168.87;PR;;
49798;210.7;CA;;
23055;CsQXx;CA;;
45411;317.03;CA;;
44312;210.7;CA;;
37639;168.87;PR;;
70368;myjmH;PR;;
38214;375.3;PR;;
91671;387.42;PR;;
99254;122.34;US;FL;
16694;122.34;US;FL;
65110;169.58;US;CA;
49874;415.43;PR;;
22171;423.8;PR;;
15079;122.34;US;FL;
88853;37.66;US;NY;
18600;122.34;US;FL;
99411;168.87;PR;;
47980;423.8;PR;;
87417;qmidy;PR;;
67194;50.06;CA;;
95484;50.06;CA;;
63753;50.06;CA;;
71032;387.42;PR;;
72885;37.66;US;NY;
62313;423.8;PR;;
72420;417.93;CA;;
95850;417.93;CA;;
75493;415.43;PR;;
49175;122.34;US;FL;
90243;317.03;CA;;
37848;66.48;US;TX;
61809;387.42;PR;;
33658;384.74;CA;;
28419;375.3;PR;;
68565;384.74;CA;;
49924;415.43;PR;;
75418;417.93;CA;;
67063;iWrwV;CA;;
58362;50.06;CA;;
